name,country,subcountry,geonameid
Altai,Mongolia,Govi-Altai Province,1516393
Altamira,Brazil,Pará,3407882
Altamira,Mexico,Tamaulipas,3533005
Altamont,United States,Oregon,5711149
Altamonte Springs,United States,Florida,4145941
Altamura,Italy,Apulia,3183178
Altay,China,Xinjiang,1529651
Altay,Kazakhstan,East Kazakhstan,1516438
Altdorf bei Nurnberg,Germany,Bavaria,2958024
Altea,Spain,Valencia,2521804
Altena,Germany,North Rhine-Westphalia,2957886
Altenburg,Germany,Thuringia,2957773
Altepexi,Mexico,Puebla,3532989
Altglienicke,Germany,Berlin,2957185
Alto Barinas,Venezuela,Barinas,3487903
Alto Hospicio,Chile,Tarapacá,3899887
Alto Lucero,Mexico,Veracruz,3824536
Alton,United Kingdom,England,2657408
Alton,United States,Illinois,4232679
Alton,United States,Texas,4670555
Altona,Germany,Hamburg,2911296
Altona Meadows,Australia,Victoria,9972579
Altona-Altstadt,Germany,Hamburg,11669492
Altona-Nord,Germany,Hamburg,11669493
Altoona,United States,Iowa,4846757
Altoona,United States,Pennsylvania,5178195
Altos,Brazil,Piauí,3407797
Altotonga,Mexico,Veracruz,3532969
Altrincham,United Kingdom,England,2657402
Altstadt,Germany,Rheinland-Pfalz,12492033
Altstadt Nord,Germany,North Rhine-Westphalia,6691073
Altstadt Sud,Germany,North Rhine-Westphalia,6691072
Altuf’yevskiy,Russia,Moscow,472072
Altus,United States,Oklahoma,4529292
Alum Rock,United States,California,5323566
Alushta,Ukraine,Crimea,713513
Aluva,India,Kerala,7279600
Alvalade,Portugal,Lisbon,6930162
Alvand,Iran,Qazvīn,10570
Alvand,Iran,Zanjan,143748
Alvarado,Mexico,Veracruz,3532964
Alvin,United States,Texas,4670592
Alvorada,Brazil,Rio Grande do Sul,12199880
Alwar,India,Rajasthan,1278946
Alwaye,India,Kerala,1278941
Alytus,Lithuania,Alytus,601084
Alzenau in Unterfranken,Germany,Bavaria,2956715
Alzey,Germany,Rheinland-Pfalz,2956710
Alzira,Spain,Valencia,2522129
Alès,France,Occitanie,3038224
Além Paraíba,Brazil,Minas Gerais,3472609
Alībāg,India,Maharashtra,1279027
Alīganj,India,Uttar Pradesh,1279023
Alīgarh,India,Uttar Pradesh,1279017
Alīgūdarz,Iran,Lorestan Province,143921
Alīpur,India,Delhi,1279005
Alīpur Duār,India,West Bengal,1279003
Al’met’yevsk,Russia,Tatarstan Republic,582432
Am-Timan,Chad,Salamat,245338
Amadeo,Philippines,Calabarzon,1731212
Amadora,Portugal,Lisbon,2271772
Amagasaki,Japan,Hyōgo,1865387
Amagi,Japan,Fukuoka,1865375
Amahai,Indonesia,Maluku,1651591
Amaigbo,Nigeria,Abia,2350249
Amakusa,Japan,Kumamoto,7424125
Amaliáda,Greece,West Greece,265252
Amalner,India,Maharashtra,1278931
Amalāpuram,India,Andhra Pradesh,1278935
Aman Garh,Pakistan,Khyber Pakhtunkhwa,1184569
Amancio,Cuba,Las Tunas,3569024
Amaraji,Brazil,Pernambuco,3407758
Amaral Ferrador,Brazil,Rio Grande do Sul,3468014
Amaravati,India,Andhra Pradesh,12261477
Amargosa,Brazil,Bahia,3472370
Amarillo,United States,Texas,5516233
Amarnāth,India,Maharashtra,1278903
Amarpur,India,Bihar,1278895
Amarpātan,India,Madhya Pradesh,1278899
Amasya,Turkey,Amasya,752015
Amatitlán,Guatemala,Guatemala,3599735
Ambad,India,Maharashtra,1278871
Ambalangoda,Sri Lanka,Southern,1251574
Ambalavao,Madagascar,Upper Matsiatra,1083968
Ambanja,Madagascar,Diana,1083724
Ambarakaraka,Madagascar,Diana,1083676
Ambarawa,Indonesia,Central Java,1651555
Ambasamudram,India,Tamil Nadu,1278841
Ambato,Ecuador,Tungurahua,3660689
Ambato Boeny,Madagascar,Boeny,1083257
Ambatofinandrahana,Madagascar,Amoron'i Mania,1083239
Ambatolampy,Madagascar,Vakinankaratra,1082992
Ambatondrazaka,Madagascar,Alaotra Mangoro,1082639
Ambattūr,India,Tamil Nadu,1278840
Amberg,Germany,Bavaria,2956656
Ambikāpur,India,Chhattisgarh,1278827
Ambilobe,Madagascar,Diana,1082243
Amboanjo,Madagascar,Fitovinany Region,1081863
Amboasary,Madagascar,Anosy,1081790
Ambohitrolomahitsy,Madagascar,Analamanga,1079777
Ambon,Indonesia,Maluku,1651531
Ambositra,Madagascar,Amoron'i Mania,1079088
Ambovombe,Madagascar,Androy,1079048
Ambur,India,Tamil Nadu,1278815
Ambāh,India,Madhya Pradesh,1278868
Ambājogāi,India,Maharashtra,1278862
Ambāla,India,Haryana,1278860
Ameca,Mexico,Jalisco,4018582
Amecameca,Mexico,México,3532899
American Canyon,United States,California,5323694
American Fork,United States,Utah,5844096
Americana,Brazil,São Paulo,3472343
Americus,United States,Georgia,4179667
Amersfoort,Netherlands,Utrecht,2759821
Amersham,United Kingdom,England,2657356
Amersham on the Hill,United Kingdom,England,6690592
Ames,United States,Iowa,4846834
Amesbury,United States,Massachusetts,4929004
Amet,India,Rajasthan,1278808
Amherst,United States,Massachusetts,4929022
Amherst,United States,New York,5107129
Amherst Center,United States,Massachusetts,4929023
Ami,Japan,Ibaraki,2113115
Amiens,France,Hauts-de-France,3037854
Amin’yevo,Russia,Moscow,582266
Amirdzhan,Azerbaijan,Baki,587261
Amizour,Algeria,Béjaïa,2507169
Amla,India,Madhya Pradesh,1278775
Amlapura,Indonesia,Bali,1641301
Amlapura city,Indonesia,Bali,11919949
Amman,Jordan,Amman,250441
Ammanford,United Kingdom,Wales,2657345
Ammi Moussa,Algeria,Relizane,2507155
Amnat Charoen,Thailand,Amnat Charoen,1621060
Amod,India,Gujarat,1278742
Amora,Portugal,Setúbal,2271680
Amorebieta,Spain,Basque Country,3130137
Amos,Canada,Quebec,5884588
Amozoc de Mota,Mexico,Puebla,3532881
Ampahana,Madagascar,Sava,1078966
Ampang,Malaysia,Kuala Lumpur,1735168
Ampanihy,Madagascar,Atsimo-Andrefana,1078553
Ampara,Sri Lanka,Eastern Province,1251459
Amparafaravola,Madagascar,Alaotra Mangoro,1078446
Amparo,Brazil,São Paulo,3472311
Ampasimanolotra,Madagascar,Atsinanana,1078171
Amphoe Sikhiu,Thailand,Nakhon Ratchasima,1948015
Ampliación San Mateo,Mexico,México,8858118
Amposta,Spain,Catalonia,3130131
Ampthill,United Kingdom,England,2657337
Amreli,India,Gujarat,1278715
Amritsar,India,Punjab,1278710
Amroha,India,Uttar Pradesh,1278708
Amroli,India,Gujarat,1278707
Amrāvati,India,Maharashtra,1278718
Amstelveen,Netherlands,North Holland,2759798
Amsterdam,Netherlands,North Holland,2759794
Amsterdam,United States,New York,5107152
Amsterdam-Zuidoost,Netherlands,North Holland,6544881
Amstetten,Austria,Lower Austria,2782555
Amudālavalasa,India,Andhra Pradesh,1278698
Amuntai,Indonesia,South Kalimantan,1651461
Amursk,Russia,Khabarovsk,2027749
Amvrosiivka,Ukraine,Donetsk,713504
Américo Brasiliense,Brazil,São Paulo,3472338
An Muileann gCearr,Ireland,Leinster,2962361
An Nabk,Syria,Rif-dimashq,173193
An Nimas,Saudi Arabia,'Asir Region,108617
An Nuhūd,Sudan,West Kordofan State,378699
An Nuşayrāt,Palestinian Territory,Gaza Strip,281109
An Nu‘mānīyah,Iraq,Wāsiţ,98846
Anaco,Venezuela,Anzoátegui,3486270
Anacortes,United States,Washington,5785657
Anadyr,Russia,Chukotka,2127202
Anaheim,United States,California,5323810
Anaime,Colombia,Tolima,3689952
Anak,North Korea,Hwanghae-bukto,1879682
Anakāpalle,India,Andhra Pradesh,1278688
Anamalais,India,Tamil Nadu,1278692
Anamizu,Japan,Ishikawa,1865312
Anamur,Turkey,Mersin,323828
Anan,Japan,Tokushima,1865309
Anand,India,Gujarat,1278685
Anandpur,India,Punjab,1278676
Ananindeua,Brazil,Pará,3407669
Anantapur,India,Andhra Pradesh,1278672
Anantnag,India,Jammu and Kashmir,1278667
Anapa,Russia,Krasnodar Krai,582182
Anastácio,Brazil,Mato Grosso do Sul,3472284
Anbu,China,Guangdong,1818116
Anbyŏn-ŭp,North Korea,Kangwŏn-do,1879672
Ancaster,Canada,Ontario,8285452
Anchau,Nigeria,Kaduna,2349951
Anchorage,United States,Alaska,5879400
Ancona,Italy,The Marches,3183089
Ancud,Chile,Los Lagos Region,3899695
Ancón,Panama,Panamá,3714734
Anda,China,Heilongjiang,2038650
Andahuaylas,Peru,Apurímac,3947740
Andalucía,Colombia,Valle del Cauca,3689905
Andapa,Madagascar,Sava,1076454
Andenne,Belgium,Wallonia,2803204
Anderlecht,Belgium,Brussels Capital,2803201
Andernach,Germany,Rheinland-Pfalz,2956206
Anderson,United States,South Carolina,4569298
Anderson,United States,Indiana,4917592
Andes,Colombia,Antioquia,3689899
Andijon,Uzbekistan,Andijon,1514588
Andilamena,Madagascar,Alaotra Mangoro,1076194
Andkhōy,Afghanistan,Faryab,1148658
Andol,India,Telangana,1278621
Andong,South Korea,Gyeongsangbuk-do,1846986
Andorra la Vella,Andorra,Andorra la Vella,3041563
Andover,United Kingdom,England,2657324
Andover,United States,Minnesota,5016374
Andradas,Brazil,Minas Gerais,3472254
Andradina,Brazil,São Paulo,3472248
Andreyevskoye,Russia,Moscow Oblast,581928
Andria,Italy,Apulia,3183072
Andritz,Austria,Styria,11903641
Andrychów,Poland,Lesser Poland,3104115
Andújar,Spain,Andalusia,2521738
Anekal,India,Karnataka,1278609
Anfu,China,Chongqing,1818082
Anfu,China,Gansu,1907959
Angamāli,India,Kerala,1278602
Angarsk,Russia,Irkutsk Oblast,2027667
Angat,Philippines,Central Luzon,1730749
Angeles City,Philippines,Central Luzon,1730737
Angermünde,Germany,Brandenburg,2956093
Angers,France,Pays de la Loire,3037656
Anglet,France,Nouvelle-Aquitaine,3037612
Angleton,United States,Texas,4670866
Angol,Chile,Araucanía,3899629
Angono,Philippines,Calabarzon,1730713
Angoulême,France,Nouvelle-Aquitaine,3037598
Angra dos Reis,Brazil,Rio de Janeiro,3472177
Angren,Uzbekistan,Toshkent,1514581
Angri,Italy,Campania,3183063
Angul,India,Odisha,1278593
Anguo,China,Jiangsu,1549817
Angyalföld,Hungary,Budapest,3055970
Anhua,China,Gansu,1818062
Anicuns,Brazil,Goiás,3472138
Anjad,India,Madhya Pradesh,1278588
Anjala,Finland,Kymenlaakso,661164
Anjangaon,India,Maharashtra,1278580
Anjiang,China,Hunan,1818051
Anjozorobe,Madagascar,Analamanga,1073482
Anju,China,Chongqing,1818042
Anju,North Korea,South Pyongan,1879613
Anjār,India,Gujarat,1278573
Anjō,Japan,Aichi,1865294
Ankang,China,Shaanxi,1789065
Ankara,Turkey,Ankara,323786
Ankazoabo,Madagascar,Atsimo-Andrefana,1072879
Ankazobe,Madagascar,Analamanga,1072849
Ankazondandy,Madagascar,Analamanga,1072711
Ankeny,United States,Iowa,4846960
Ankleshwar,India,Gujarat,1278553
Anlan,China,Chongqing,1914248
Anliu,China,Guangdong,1818020
Anloga,Ghana,Volta,2304548
Anlong,China,Guizhou,1818019
Anlu,China,Hubei,1818016
Ann Arbor,United States,Michigan,4984247
Anna,Russia,Voronezh Oblast,581671
Annaba,Algeria,Annaba,2506999
Annaberg-Buchholz,Germany,Saxony,2956005
Annaka,Japan,Gunma,1865290
Annandale,United States,Virginia,4744468
Annapolis,United States,Maryland,4347242
Annecy,France,Auvergne-Rhône-Alpes,3037543
Annecy-le-Vieux,France,Auvergne-Rhône-Alpes,3037540
Annemasse,France,Auvergne-Rhône-Alpes,3037538
Annex,Canada,Ontario,12156871
Annigeri,India,Karnataka,1278540
Anning,China,Yunnan,1803886
Annino,Russia,Moscow,506117
Annino,Russia,Moscow Oblast,819552
Anniston,United States,Alabama,4830198
Annonay,France,Auvergne-Rhône-Alpes,3037514
Annur,India,Tamil Nadu,1278539
Anoka,United States,Minnesota,5016450
Anping,China,Chongqing,1818002
Anqing,China,Anhui,1817993
Anqiu,China,Shandong,1817990
Ans,Belgium,Wallonia,2803160
Ansan-si,South Korea,Gyeonggi-do,1846918
Ansbach,Germany,Bavaria,2955936
Anseong,South Korea,Gyeonggi-do,1846912
Anserma,Colombia,Risaralda,3689833
Anshan,China,Liaoning,2038632
Anshing,India,Maharashtra,1278534
Anshun,China,Guizhou,1817968
Ansonia,United States,Connecticut,5281551
Anta,India,Rajasthan,1278532
Antakalnis,Lithuania,Vilnius,601041
Antakya,Turkey,Hatay,323779
Antalaha,Madagascar,Sava,1071296
Antalya,Turkey,Antalya,323777
Antananarivo,Madagascar,Analamanga,1070940
Antanifotsy,Madagascar,Vakinankaratra,1070661
Antelope,United States,California,5324105
Antequera,Spain,Andalusia,2521710
Anthem,United States,Arizona,5551498
Anthiyur,India,Tamil Nadu,1278622
Antibes,France,Provence-Alpes-Côte d'Azur,3037456
Antigua Guatemala,Guatemala,Sacatepéquez,3599699
Antiguo Cuscatlán,El Salvador,La Libertad,3587362
Antioch,United States,California,5324200
Antipolo,Philippines,Calabarzon,1730501
Antofagasta,Chile,Antofagasta,3899539
Antonina,Brazil,Paraná,3472048
Antony,France,Île-de-France,3037423
Antratsyt,Ukraine,Luhansk,713259
Antrim,United Kingdom,Northern Ireland,2657255
Antsirabe,Madagascar,Vakinankaratra,1069166
Antsiranana,Madagascar,Diana,1069129
Antsohihy,Madagascar,Sofia,1068971
Antsohimbondrona,Madagascar,Diana,1068955
Antu,China,Jilin,2035754
Antwerpen,Belgium,Flanders,2803138
António Enes,Mozambique,Nampula,1052944
Anuradhapura,Sri Lanka,North Central,1251081
Anwen,China,Chongqing,8549392
Anxiang,China,Hunan,1817952
Anxiang,China,Henan,8561889
Anyama,Ivory Coast,Abidjan,2292852
Anyang,China,Henan,1785294
Anyang-si,South Korea,Gyeonggi-do,1846898
Anyuan,China,Gansu,1817932
Anzhero-Sudzhensk,Russia,Kuzbass,1511494
Anzio,Italy,Lazio,3183005
Anáhuac,Mexico,Nuevo León,4013726
Anápolis,Brazil,Goiás,3472287
Aného,Togo,Maritime,2367990
Anūpgarh,India,Rajasthan,1278510
Anūppur,India,Madhya Pradesh,1278508
Anūpshahr,India,Uttar Pradesh,1278507
Aoji,North Korea,Hambuk,2045311
Aomori,Japan,Aomori,2130658
Aonla,India,Uttar Pradesh,1278498
Aosta,Italy,Aosta Valley,3182997
Aoulef,Algeria,Adrar,2506795
Aoxi,China,Jiangxi,1817884
Apac,Uganda,Northern Region,235130
Apache Junction,United States,Arizona,5551535
Apalit,Philippines,Central Luzon,1730413
Apam,Ghana,Central,2304389
Apan,Mexico,Hidalgo,3532815
Aparecida,Brazil,São Paulo,3471949
Aparecida de Goiânia,Brazil,Goiás,6316406
Aparecida do Taboado,Brazil,Mato Grosso do Sul,3471940
Aparri,Philippines,Cagayan Valley,1730398
Apartadó,Colombia,Antioquia,3689798
Apas,Philippines,Central Visayas,10628881
Apaseo el Alto,Mexico,Guanajuato,4018404
Apaseo el Grande,Mexico,Guanajuato,4018403
Apatin,Serbia,Vojvodina,3204793
Apatity,Russia,Murmansk,581357
Apatzingán,Mexico,Michoacán,4018400
Apeldoorn,Netherlands,Gelderland,2759706
Apengjiang,China,Chongqing,8407595
Apex,United States,North Carolina,4452808
Apia,Samoa,Tuamasaga,4035413
Apiaí,Brazil,São Paulo,3471927
Apizaco,Mexico,Tlaxcala,3532792
Aplahoué,Benin,Kouffo,2395568
Aplerbeck,Germany,North Rhine-Westphalia,2955773
Apodi,Brazil,Rio Grande do Norte,3407440
Apolda,Germany,Thuringia,2955770
Apomu,Nigeria,Osun,2349558
Apopa,El Salvador,San Salvador,3587345
Apopka,United States,Florida,4146166
Apostolove,Ukraine,Dnipropetrovsk,713245
Apple Valley,United States,Minnesota,5016494
Apple Valley,United States,California,5324363
Appleton,United States,Wisconsin,5244080
Aprelevka,Russia,Moscow Oblast,581321
Aprilia,Italy,Lazio,3182957
Apsheronsk,Russia,Krasnodar Krai,581313
Apucarana,Brazil,Paraná,3471910
Aqaba,Jordan,Aqaba,250774
Aqsay,Kazakhstan,Batys Qazaqstan,610613
Aquidauana,Brazil,Mato Grosso do Sul,3471896
Aquiraz,Brazil,Ceará,3407407
Ar Rahad,Sudan,North Kordofan,378493
Ar Ramthā,Jordan,Irbid,250336
Ar Raqqah,Syria,Ar-Raqqah,172955
Ar Rass,Saudi Arabia,Al-Qassim Region,108435
Ar Rastan,Syria,Homs,172946
Ar Rayyān,Qatar,Baladīyat ar Rayyān,289888
Ar Rifā‘,Bahrain,Southern Governorate,385038
Ar Riqqah,Kuwait,Al Aḩmadī,285728
Ar Rudayyif,Tunisia,Gafsa,2473257
Ar Rumaythah,Iraq,Al Muthanná,98685
Ar Rumaythīyah,Kuwait,Hawalli,285726
Ar Ruseris,Sudan,Blue Nile,378459
Ar Ruways,United Arab Emirates,Abu Dhabi,292688
Ar Ruţbah,Iraq,Al Anbar,98677
Ar Rābiyah,Kuwait,Al Asimah,388065
Ar Rām wa Ḑāḩiyat al Barīd,Palestinian Territory,West Bank,284890
Aracaju,Brazil,Sergipe,3471872
Aracataca,Colombia,Magdalena,3689759
Aracati,Brazil,Ceará,3407378
Araci,Brazil,Bahia,3471854
Aracruz,Brazil,Espírito Santo,3471848
Arad,Israel,Southern District,295657
Arad,Romania,Arad,686254
Aragarças,Brazil,Goiás,3471840
Aragua de Barcelona,Venezuela,Anzoátegui,3649100
Araguari,Brazil,Minas Gerais,3471830
Araguaína,Brazil,Tocantins,3407357
Arai,Japan,Niigata,1865207
Arai,Japan,Shizuoka,1865209
Arakkonam,India,Tamil Nadu,1278471
Araklı,Turkey,Trabzon,751971
Aral,China,Xinjiang,1529641
Aral,Kazakhstan,Qyzylorda,1526265
Aramil,Russia,Sverdlovsk Oblast,1511466
Aramoko-Ekiti,Nigeria,Ekiti,2349529
Aranda de Duero,Spain,Castille and León,3129877
Arandas,Mexico,Jalisco,4018348
Arang,India,Chhattisgarh,1278458
Aranjuez,Spain,Madrid,3129857
Arantāngi,India,Tamil Nadu,1278448
Aranyaprathet,Thailand,Sa Kaeo,1621020
Aranđelovac,Serbia,Central Serbia,793111
Arao,Japan,Kumamoto,11274040
Arapiraca,Brazil,Alagoas,3407327
Arapongas,Brazil,Paraná,3471798
Arar,Saudi Arabia,Northern Borders Region,108512
Araranguá,Brazil,Santa Catarina,3471772
Araraquara,Brazil,São Paulo,3471766
Araras,Brazil,São Paulo,3471758
Ararat,Armenia,Ararat,174991
Arari,Brazil,Maranhão,3407258
Araripina,Brazil,Pernambuco,3407243
Araruama,Brazil,Rio de Janeiro,3471715
Arashiyama,Japan,Kyoto,7303471
Arauca,Colombia,Departamento de Arauca,3689718
Arauco,Chile,Biobío,3899462
Araucária,Brazil,Paraná,3471697
Araure,Venezuela,Portuguesa,3649017
Arawa,Papua New Guinea,Bougainville,2100633
Araxá,Brazil,Minas Gerais,3471691
Araya,Venezuela,Sucre,3649005
Arayat,Philippines,Central Luzon,1730225
Araçatuba,Brazil,São Paulo,3471859
Araçoiaba da Serra,Brazil,São Paulo,3471849
Araçuaí,Brazil,Minas Gerais,3471846
Arba Minch,Ethiopia,SNNPR,343663
Arbatache,Algeria,Boumerdes,2506623
Arbroath,United Kingdom,Scotland,2657215
Arbutus,United States,Maryland,4347371
Arcadia,United States,California,5324477
Arcata,United States,California,5558953
Arcelia,Mexico,Guerrero,4018320
Arcella,Italy,Veneto,12188755
Archena,Spain,Murcia,2521676
Archway,United Kingdom,England,11777624
Arcore,Italy,Lombardy,3182904
Arcos,Brazil,Minas Gerais,3471683
Arcos de la Frontera,Spain,Andalusia,2521665
Arcos de Valdevez,Portugal,Viana do Castelo,2742804
Arcot,India,Tamil Nadu,1278432
Arcoverde,Brazil,Pernambuco,3407216
Arcueil,France,Île-de-France,3037157
Ardabīl,Iran,Ardabīl,143083
Ardahan,Turkey,Ardahan,751952
Ardakān,Iran,Yazd,143073
Ardea,Italy,Lazio,3182897
Arden-Arcade,United States,California,7260806
Ardestān,Iran,Isfahan,143052
Ardeşen,Turkey,Rize Province,751949
Ardmore,United States,Oklahoma,4529469
Ardon,Russia,North Ossetia–Alania,581179
Arecibo,Puerto Rico,Arecibo,4562635
Areia Branca,Brazil,Rio Grande do Norte,3407194
Arele,China,Xinjiang,12420916
Arele,China,Xinjiang,12450713
Arendal,Norway,Agder,3162955
Arenella,Italy,Campania,12070064
Arenys de Mar,Spain,Catalonia,3129661
Arequipa,Peru,Arequipa,3947322
Arese,Italy,Lombardy,3182886
Arewusitang,China,Xinjiang,12440503
Arezzo,Italy,Tuscany,3182884
Arfoud,Morocco,Drâa-Tafilalet,2549356
Arganda,Spain,Madrid,3129636
Arganzuela,Spain,Madrid,6544487
Argentan,France,Normandy,3037051
Argenteuil,France,Île-de-France,3037044
Argun,Russia,Chechnya,581126
Argungu,Nigeria,Kebbi,2349431
Argyroúpoli,Greece,Attica,264516
Arhavi,Turkey,Artvin,751931
Arhribs,Algeria,Tizi Ouzou,2506519
Ariana,Tunisia,Ariana Governorate,2473247
Arica,Chile,Arica y Parinacota,3899361
Ariccia,Italy,Lazio,3182851
Arida,Japan,Wakayama,11611643
Ariel,Israel,Judea and Samaria Area,8199394
Arifwala,Pakistan,Punjab,1184370
Ariguaní,Colombia,Cesar,3689589
Arima,Trinidad and Tobago,Borough of Arima,3575051
Aringay,Philippines,Ilocos,1730171
Ario de Rosales,Mexico,Michoacán,4018254
Aripuanã,Brazil,Mato Grosso,3665202
Ariquemes,Brazil,Rondônia,3665199
Arish,Egypt,North Sinai,361546
Aristóbulo del Valle,Argentina,Misiones,3436287
Arita,Japan,Saga,1865103
Arivonimamo,Madagascar,Itasy,1068865
Arix,China,Xinjiang,1346644
Ariyalūr,India,Tamil Nadu,1278405
Arjawinangun,Indonesia,West Java,1651226
Arjona,Colombia,Bolívar,3689570
Arkalgūd,India,Karnataka,1278393
Arkalyk,Kazakhstan,Qostanay,1526193
Arkhangel’sk,Russia,Arkhangelskaya,581049
Arles,France,Provence-Alpes-Côte d'Azur,3036938
Arlington,United States,Texas,4671240
Arlington,United States,Virginia,4744709
Arlington,United States,Massachusetts,4929180
Arlington,United States,Washington,5785868
Arlington Heights,United States,Illinois,4883555
Arlon,Belgium,Wallonia,2803073
Armavir,Armenia,Armavir,616631
Armavir,Russia,Krasnodar Krai,580922
Armação de Búzios,Brazil,Rio de Janeiro,3471487
Armenia,Colombia,Quindío,3689560
Armentières,France,Hauts-de-France,3036903
Armidale,Australia,New South Wales,2177671
Armilla,Spain,Andalusia,2521590
Armyansk,Ukraine,Crimea,713203
Arnavutköy,Turkey,Istanbul,751868
Arnhem,Netherlands,Gelderland,2759661
Arni,India,Tamil Nadu,1278454
Arnold,United Kingdom,England,2657030
Arnold,United States,Maryland,4347426
Arnold,United States,Missouri,4375087
Arnsberg,Germany,North Rhine-Westphalia,2955471
Arnstadt,Germany,Thuringia,2955439
Aroa,Venezuela,Yaracuy,3648873
Arona,Spain,Canary Islands,2521582
Aroor,India,Kerala,10628607
Arpino,Italy,Campania,8948708
Arrah,Ivory Coast,Lacs,2292755
Arrah,India,Bihar,1278483
Arraial do Cabo,Brazil,Rio de Janeiro,3471451
Arraiján,Panama,Panamá Oeste Province,3714637
Arras,France,Hauts-de-France,3036784
Arrasate / Mondragón,Spain,Basque Country,3116503
Arrecife,Spain,Canary Islands,2521570
Arrentela,Portugal,Setúbal,2271473
Arriaga,Mexico,Chiapas,3816739
Arris,Algeria,Batna,2506404
Arroio do Meio,Brazil,Rio Grande do Sul,3471428
Arroio Grande,Brazil,Rio Grande do Sul,3471422
Arroyito,Argentina,Cordoba,3865424
Arroyo de la Miel,Spain,Andalusia,2521554
Arroyo Grande,United States,California,5324802
Arroyo Naranjo,Cuba,Havana,3568342
Arroyo Seco,Argentina,Santa Fe,3865385
Arroyomolinos,Spain,Madrid,3129356
Arsen’yev,Russia,Primorye,2027468
Arsikere,India,Karnataka,1278354
Arsin,Turkey,Trabzon,751838
Arsk,Russia,Tatarstan Republic,580850
Artashat,Armenia,Ararat,174979
Arteixo,Spain,Galicia,3129329
Artemisa,Cuba,Artemisa,3568312
Artesia,United States,California,5324862
Artigas,Uruguay,Artigas,3443758
Artur Nogueira,Brazil,São Paulo,3471395
Artvin,Turkey,Artvin,751817
Artémida,Greece,Attica,258038
Artëm,Russia,Primorye,2027456
Artëmovskiy,Russia,Sverdlovsk Oblast,1511368
Arua,Uganda,Northern Region,235039
Arucas,Spain,Canary Islands,2521519
Arujá,Brazil,São Paulo,3471393
Arukutti,India,Kerala,1278345
Arumuganeri,India,Tamil Nadu,1278343
Aruppukkottai,India,Tamil Nadu,1278340
Arusha,Tanzania,Arusha,161325
Arvada,United States,Colorado,5412199
